order_id,week,center_id,meal_id,checkout_price,base_price,num_orders,category,cuisine,city_code,region_code,center_type,op_area,discount_percentage,revenue,demand_level,revenue_category,week_type,profit,meal_popularity,discount
1327078,102,43,2290,184.36,282.27,8736,Rice Bowl,Indian,590,56,TYPE_A,5.1,35%,1610568.9600000002,Medium,High,End,-855341.7599999998,Medium Popularity,97.90999999999997
1463333,5,86,2290,164.96,309.43,8612,Rice Bowl,Indian,699,85,TYPE_C,4.0,47%,1420635.52,Medium,High,Start,-1244175.64,Medium Popularity,144.47
1419559,6,137,2290,156.2,309.49,8585,Rice Bowl,Indian,590,56,TYPE_A,4.4,50%,1340977.0,Medium,High,Start,-1315994.6500000001,Medium Popularity,153.29000000000002
1337306,100,43,2290,220.22,283.27,8520,Rice Bowl,Indian,590,56,TYPE_A,5.1,22%,1876274.4,Medium,High,End,-537185.9999999999,Medium Popularity,63.04999999999998
1433661,68,43,1971,193.09,292.03,8518,Sandwich,Italian,590,56,TYPE_A,5.1,34%,1644740.62,Medium,High,End,-842770.9199999997,Medium Popularity,98.93999999999997
1191419,7,11,2290,159.08,310.43,8518,Rice Bowl,Indian,679,56,TYPE_A,3.7,49%,1355043.4400000002,Medium,High,Start,-1289199.3,Medium Popularity,151.35
1014845,38,137,2290,173.69,316.25,8492,Rice Bowl,Indian,590,56,TYPE_A,4.4,45%,1474975.48,Medium,High,End,-1210619.52,Medium Popularity,142.56
1382623,7,132,2290,159.14,310.43,8288,Rice Bowl,Indian,522,56,TYPE_A,3.9,49%,1318952.3199999998,Medium,High,Start,-1253891.5200000003,Medium Popularity,151.29000000000002
1138827,69,43,1971,191.09,292.03,8222,Sandwich,Italian,590,56,TYPE_A,5.1,35%,1571141.98,Medium,High,End,-829928.6799999997,Medium Popularity,100.93999999999997
1498718,133,43,1971,181.42,324.04,8169,Sandwich,Italian,590,56,TYPE_A,5.1,44%,1482019.98,Medium,High,End,-1165062.7800000003,Medium Popularity,142.62000000000003
1421023,5,153,2290,162.02,311.43,8140,Rice Bowl,Indian,590,56,TYPE_A,3.9,48%,1318842.8,Medium,High,Start,-1216197.4,Medium Popularity,149.41
1484374,122,43,1971,192.06,323.04,8140,Sandwich,Italian,590,56,TYPE_A,5.1,41%,1563368.4,Medium,High,End,-1066177.2000000002,Medium Popularity,130.98000000000002
1184552,76,43,2490,147.5,252.2,8059,Salad,Italian,590,56,TYPE_A,5.1,42%,1188702.5,Medium,High,End,-843777.2999999999,Medium Popularity,104.69999999999999
1043835,45,137,2290,233.8,280.39,8034,Rice Bowl,Indian,590,56,TYPE_A,4.4,17%,1878349.2000000002,Medium,High,End,-374304.0599999998,Medium Popularity,46.589999999999975
1280790,48,43,1754,170.72,282.27,7965,Sandwich,Italian,590,56,TYPE_A,5.1,40%,1359784.8,Medium,High,End,-888495.7499999999,Medium Popularity,111.54999999999998
1397153,133,137,1971,181.42,317.22,7926,Sandwich,Italian,590,56,TYPE_A,4.4,43%,1437934.92,Medium,High,End,-1076350.8000000003,Medium Popularity,135.80000000000004
1302576,134,13,2290,290.03,299.79,7911,Rice Bowl,Indian,590,56,TYPE_B,6.7,3%,2294427.3299999996,Medium,High,End,-77211.36000000038,Medium Popularity,9.760000000000048
1008273,77,43,2490,146.5,252.2,7898,Salad,Italian,590,56,TYPE_A,5.1,42%,1157057.0,Medium,High,End,-834818.5999999999,Medium Popularity,105.69999999999999
1352320,5,73,2290,161.05,311.43,7872,Rice Bowl,Indian,576,34,TYPE_A,4.0,48%,1267785.6,Medium,High,Start,-1183791.3599999999,Medium Popularity,150.38
1097209,5,30,2290,161.05,310.43,7829,Rice Bowl,Indian,604,56,TYPE_A,3.5,48%,1260860.4500000002,Medium,High,Start,-1169496.02,Medium Popularity,149.38
1129303,30,43,1754,155.23,280.36,7804,Sandwich,Italian,590,56,TYPE_A,5.1,45%,1211414.92,Medium,High,Mid,-976514.5200000001,Medium Popularity,125.13000000000002
1433515,133,67,1971,186.27,311.4,7803,Sandwich,Italian,638,56,TYPE_B,7.0,40%,1453464.81,Medium,High,End,-976389.3899999998,Medium Popularity,125.12999999999997
1012534,5,174,2290,163.02,304.58,7749,Rice Bowl,Indian,700,56,TYPE_A,7.0,46%,1263241.98,Medium,High,Start,-1096948.4399999997,Medium Popularity,141.55999999999997
1018600,71,43,1754,192.12,279.42,7722,Sandwich,Italian,590,56,TYPE_A,5.1,31%,1483550.6400000001,Medium,High,End,-674130.6000000001,Medium Popularity,87.30000000000001
1198222,5,97,2290,161.05,310.43,7722,Rice Bowl,Indian,628,77,TYPE_A,4.6,48%,1243628.1,Medium,High,Start,-1153512.3599999999,Medium Popularity,149.38
1465903,121,43,1971,193.06,322.04,7708,Sandwich,Italian,590,56,TYPE_A,5.1,40%,1488106.48,Medium,High,End,-994177.8400000001,Medium Popularity,128.98000000000002
1123570,5,88,2290,162.02,310.43,7694,Rice Bowl,Indian,526,34,TYPE_A,4.1,48%,1246581.8800000001,Medium,High,Start,-1141866.54,Medium Popularity,148.41
1229290,100,137,2290,222.19,274.51,7667,Rice Bowl,Indian,590,56,TYPE_A,4.4,19%,1703530.73,Medium,High,End,-401137.43999999994,Medium Popularity,52.31999999999999
1486146,45,157,1885,88.27,92.21,7602,Beverages,Thai,609,93,TYPE_A,4.1,4%,671028.5399999999,Medium,High,End,-29951.879999999983,Medium Popularity,3.9399999999999977
1162968,7,67,2290,161.05,311.43,7601,Rice Bowl,Indian,638,56,TYPE_B,7.0,48%,1224141.05,Medium,High,Start,-1143038.38,Medium Popularity,150.38
1350852,5,124,2290,164.96,311.43,7601,Rice Bowl,Indian,590,56,TYPE_C,4.0,47%,1253860.96,Medium,High,Start,-1113318.47,Medium Popularity,146.47
1255720,30,104,1754,148.41,281.36,7559,Sandwich,Italian,647,56,TYPE_A,4.5,47%,1121831.19,Medium,High,Mid,-1004969.0500000002,Medium Popularity,132.95000000000002
1363055,7,27,2290,157.14,311.43,7399,Rice Bowl,Indian,713,85,TYPE_A,4.5,50%,1162678.8599999999,Medium,High,Start,-1141591.7100000002,Medium Popularity,154.29000000000002
1084615,90,137,2290,192.06,298.82,7263,Rice Bowl,Indian,590,56,TYPE_A,4.4,36%,1394931.78,Medium,High,End,-775397.8799999999,Medium Popularity,106.75999999999999
1420445,7,89,2290,160.05,310.43,7263,Rice Bowl,Indian,703,56,TYPE_A,4.8,48%,1162443.1500000001,Medium,High,Start,-1092209.94,Medium Popularity,150.38
1184859,48,97,1754,169.75,311.43,7262,Sandwich,Italian,628,77,TYPE_A,4.6,45%,1232724.5,Medium,High,End,-1028880.16,Medium Popularity,141.68
1129614,7,113,2290,164.96,290.09,7168,Rice Bowl,Indian,680,77,TYPE_C,4.0,43%,1182433.28,Medium,High,Start,-896931.8399999997,Medium Popularity,125.12999999999997
1096168,102,99,2290,183.36,268.72,7155,Rice Bowl,Indian,596,71,TYPE_A,4.5,32%,1311940.8,Medium,High,End,-610750.8,Medium Popularity,85.36000000000001
1034793,71,43,1971,190.12,291.03,7141,Sandwich,Italian,590,56,TYPE_A,5.1,35%,1357646.92,Medium,High,End,-720598.3099999998,Medium Popularity,100.90999999999997
1053677,5,109,2290,159.14,309.43,7127,Rice Bowl,Indian,599,56,TYPE_A,3.6,49%,1134190.7799999998,Medium,High,Start,-1071116.83,Medium Popularity,150.29000000000002
1331133,6,132,2290,158.11,310.43,7114,Rice Bowl,Indian,522,56,TYPE_A,3.9,49%,1124794.54,Medium,High,Start,-1083604.48,Medium Popularity,152.32
1274437,79,124,2490,148.47,254.2,7088,Salad,Italian,590,56,TYPE_C,4.0,42%,1052355.36,Medium,High,End,-749414.2399999999,Medium Popularity,105.72999999999999
1323119,134,137,2290,291.06,295.88,7088,Rice Bowl,Indian,590,56,TYPE_A,4.4,2%,2063033.28,Medium,High,End,-34164.15999999995,Medium Popularity,4.819999999999993
1032398,45,43,2290,237.68,275.54,7075,Rice Bowl,Indian,590,56,TYPE_A,5.1,14%,1681586.0,Medium,High,End,-267859.5000000001,Medium Popularity,37.860000000000014
1269553,122,86,1971,194.0,322.04,7073,Sandwich,Italian,699,85,TYPE_C,4.0,40%,1372162.0,Medium,High,End,-905626.9200000002,Medium Popularity,128.04000000000002
1010975,83,137,1727,234.8,445.23,7062,Rice Bowl,Indian,590,56,TYPE_A,4.4,47%,1658157.6,Medium,High,End,-1486056.6600000001,Medium Popularity,210.43
1068289,132,80,1971,179.48,309.46,7060,Sandwich,Italian,604,56,TYPE_C,5.1,42%,1267128.7999999998,Medium,High,End,-917658.7999999999,Medium Popularity,129.98
1495055,100,13,2290,222.19,294.94,7021,Rice Bowl,Indian,590,56,TYPE_B,6.7,25%,1559995.99,Medium,High,End,-510777.75,Medium Popularity,72.75
1032308,5,27,2290,162.02,311.43,7008,Rice Bowl,Indian,713,85,TYPE_A,4.5,48%,1135436.1600000001,Medium,High,Start,-1047065.28,Medium Popularity,149.41
1496670,100,157,1885,110.64,108.64,7007,Beverages,Thai,609,93,TYPE_A,4.1,-2%,775254.48,Medium,High,End,14014.0,Medium Popularity,-2.0
1310866,5,102,2290,161.05,310.43,6967,Rice Bowl,Indian,593,77,TYPE_A,2.8,48%,1122035.35,Medium,High,Start,-1040730.46,Medium Popularity,149.38
1499673,7,52,2290,159.11,309.43,6927,Rice Bowl,Indian,685,56,TYPE_B,5.6,49%,1102154.9700000002,Medium,High,Start,-1041266.6399999999,Medium Popularity,150.32
1122800,6,113,2290,162.02,290.09,6912,Rice Bowl,Indian,680,77,TYPE_C,4.0,44%,1119882.24,Medium,High,Start,-885219.8399999997,Medium Popularity,128.06999999999996
1466295,100,52,2290,222.19,301.67,6884,Rice Bowl,Indian,685,56,TYPE_B,5.6,26%,1529555.96,Medium,High,End,-547140.3200000002,Medium Popularity,79.48000000000002
1342031,45,97,2290,240.59,300.7,6859,Rice Bowl,Indian,628,77,TYPE_A,4.6,20%,1650206.81,Medium,High,End,-412294.4899999999,Medium Popularity,60.109999999999985
1139683,38,43,2290,172.72,310.43,6844,Rice Bowl,Indian,590,56,TYPE_A,5.1,44%,1182095.68,Medium,High,End,-942487.2400000001,Medium Popularity,137.71
1085697,5,65,2290,159.11,310.43,6804,Rice Bowl,Indian,602,34,TYPE_A,4.8,49%,1082584.4400000002,Medium,High,Start,-1029581.2799999999,Medium Popularity,151.32
1115244,101,43,2290,218.31,283.27,6790,Rice Bowl,Indian,590,56,TYPE_A,5.1,23%,1482324.9,Medium,High,End,-441078.39999999985,Medium Popularity,64.95999999999998
1014283,60,110,1754,242.5,292.0,6777,Sandwich,Italian,485,77,TYPE_A,3.8,17%,1643422.5,Medium,High,End,-335461.5,Medium Popularity,49.5
1180332,30,43,1971,165.87,322.04,6751,Sandwich,Italian,590,56,TYPE_A,5.1,48%,1119788.37,Medium,High,Mid,-1054303.6700000002,Medium Popularity,156.17000000000002
1424674,38,174,2290,171.69,311.4,6750,Rice Bowl,Indian,700,56,TYPE_A,7.0,45%,1158907.5,Medium,High,End,-943042.4999999999,Medium Popularity,139.70999999999998
1312309,6,27,2290,159.14,311.43,6697,Rice Bowl,Indian,713,85,TYPE_A,4.5,49%,1065760.5799999998,Medium,High,Start,-1019886.1300000001,Medium Popularity,152.29000000000002
1422354,38,13,2290,172.72,301.67,6695,Rice Bowl,Indian,590,56,TYPE_B,6.7,43%,1156360.4,Medium,High,End,-863320.2500000001,Medium Popularity,128.95000000000002
1174510,122,124,1971,194.03,322.04,6695,Sandwich,Italian,590,56,TYPE_C,4.0,40%,1299030.85,Medium,High,End,-857026.9500000002,Medium Popularity,128.01000000000002
1020482,38,146,2290,174.66,308.52,6657,Rice Bowl,Indian,526,34,TYPE_B,5.0,43%,1162711.6199999999,Medium,High,End,-891106.0199999999,Medium Popularity,133.85999999999999
1439196,83,52,1727,244.5,447.23,6655,Rice Bowl,Indian,685,56,TYPE_B,5.6,45%,1627147.5,Medium,High,End,-1349168.1500000001,Medium Popularity,202.73000000000002
1142155,6,11,2290,162.02,311.43,6643,Rice Bowl,Indian,679,56,TYPE_A,3.7,48%,1076298.86,Medium,High,Start,-992530.63,Medium Popularity,149.41
1213473,7,104,2290,159.08,309.43,6629,Rice Bowl,Indian,647,56,TYPE_A,4.5,49%,1054541.32,Medium,High,Start,-996670.1499999999,Medium Popularity,150.35
1093388,133,13,1971,187.27,323.04,6615,Sandwich,Italian,590,56,TYPE_B,6.7,42%,1238791.05,Medium,High,End,-898118.55,Medium Popularity,135.77
1185658,100,99,2290,222.13,267.72,6615,Rice Bowl,Indian,596,71,TYPE_A,4.5,17%,1469389.95,Medium,High,End,-301577.8500000002,Medium Popularity,45.59000000000003
1488419,5,72,2290,162.02,309.43,6601,Rice Bowl,Indian,638,56,TYPE_C,3.9,48%,1069494.02,Medium,High,Start,-973053.41,Medium Popularity,147.41
1465253,7,174,2290,159.11,304.58,6589,Rice Bowl,Indian,700,56,TYPE_A,7.0,48%,1048375.79,Medium,High,Start,-958501.8299999998,Medium Popularity,145.46999999999997
1092189,49,157,1885,90.24,90.21,6576,Beverages,Thai,609,93,TYPE_A,4.1,0%,593418.24,Medium,High,End,197.28000000000748,Medium Popularity,-0.030000000000001137
1332221,123,43,1971,194.06,322.04,6575,Sandwich,Italian,590,56,TYPE_A,5.1,40%,1275944.5,Medium,High,End,-841468.5000000001,Medium Popularity,127.98000000000002
1404069,5,36,2290,159.08,309.43,6575,Rice Bowl,Indian,517,56,TYPE_B,4.4,49%,1045951.0000000001,Medium,High,Start,-988551.25,Medium Popularity,150.35
1461395,6,124,2290,163.02,310.43,6562,Rice Bowl,Indian,590,56,TYPE_C,4.0,47%,1069737.24,Medium,High,Start,-967304.4199999999,Medium Popularity,147.41
1371176,30,104,1971,159.08,310.43,6533,Sandwich,Italian,647,56,TYPE_A,4.5,49%,1039269.6400000001,Medium,High,Mid,-988769.5499999999,Medium Popularity,151.35
1293252,43,157,1885,88.27,91.21,6507,Beverages,Thai,609,93,TYPE_A,4.1,3%,574372.89,Medium,High,End,-19130.579999999984,Medium Popularity,2.9399999999999977
1234534,132,104,1971,203.73,323.04,6481,Sandwich,Italian,647,56,TYPE_A,4.5,37%,1320374.13,Medium,High,End,-773248.1100000002,Medium Popularity,119.31000000000003
1367291,5,39,2290,162.02,309.43,6481,Rice Bowl,Indian,526,34,TYPE_C,3.8,48%,1050051.62,Medium,High,Start,-955364.21,Medium Popularity,147.41
1424736,122,80,1971,195.03,323.04,6480,Sandwich,Italian,604,56,TYPE_C,5.1,40%,1263794.4,Medium,High,End,-829504.8000000002,Medium Popularity,128.01000000000002
1070516,95,13,1109,289.06,310.43,6479,Rice Bowl,Indian,590,56,TYPE_B,6.7,7%,1872819.74,Medium,High,End,-138456.23000000004,Medium Popularity,21.370000000000005
1052341,99,157,1885,111.61,111.61,6479,Beverages,Thai,609,93,TYPE_A,4.1,0%,723121.19,Medium,High,End,0.0,Medium Popularity,0.0
1436379,7,10,2290,159.11,309.43,6468,Rice Bowl,Indian,590,56,TYPE_B,6.3,49%,1029123.4800000001,Medium,High,Start,-972269.76,Medium Popularity,150.32
1388830,38,10,2290,172.72,310.4,6467,Rice Bowl,Indian,590,56,TYPE_B,6.3,44%,1116980.24,Medium,High,End,-890376.5599999998,Medium Popularity,137.67999999999998
1397608,5,83,2290,163.02,310.43,6466,Rice Bowl,Indian,659,77,TYPE_A,5.3,47%,1054087.32,Medium,High,Start,-953153.0599999999,Medium Popularity,147.41
1263992,38,52,2290,170.72,291.06,6441,Rice Bowl,Indian,685,56,TYPE_B,5.6,41%,1099607.52,Medium,High,End,-775109.9400000001,Medium Popularity,120.34
1076360,6,99,2290,161.08,308.49,6426,Rice Bowl,Indian,596,71,TYPE_A,4.5,48%,1035100.0800000001,Medium,High,Start,-947256.66,Medium Popularity,147.41
1180197,134,65,2290,260.96,260.96,6426,Rice Bowl,Indian,602,34,TYPE_A,4.8,0%,1676928.96,Medium,High,End,0.0,Medium Popularity,0.0
1146247,7,13,2290,156.17,310.43,6372,Rice Bowl,Indian,590,56,TYPE_B,6.7,50%,995115.2399999999,Medium,High,Start,-982944.7200000001,Medium Popularity,154.26000000000002
1454817,5,152,2290,162.05,310.43,6359,Rice Bowl,Indian,576,34,TYPE_B,4.0,48%,1030475.9500000001,Medium,High,Start,-943548.4199999999,Medium Popularity,148.38
1221357,38,11,2290,170.72,307.52,6358,Rice Bowl,Indian,679,56,TYPE_A,3.7,44%,1085437.76,Medium,High,End,-869774.3999999999,Medium Popularity,136.79999999999998
1337732,100,51,2290,223.13,296.82,6344,Rice Bowl,Indian,638,56,TYPE_A,7.0,25%,1415536.72,Medium,High,End,-467489.36,Medium Popularity,73.69
1134190,48,58,1754,170.75,309.43,6333,Sandwich,Italian,695,77,TYPE_C,3.8,45%,1081359.75,Medium,High,End,-878260.4400000001,Medium Popularity,138.68
1370367,83,174,1727,232.8,439.44,6304,Rice Bowl,Indian,700,56,TYPE_A,7.0,47%,1467571.2000000002,Medium,High,End,-1302658.5599999998,Medium Popularity,206.64
1148549,79,43,1754,199.85,281.36,6290,Sandwich,Italian,590,56,TYPE_A,5.1,29%,1257056.5,Medium,High,End,-512697.90000000014,Medium Popularity,81.51000000000002
1247681,95,137,1109,292.03,311.43,6252,Rice Bowl,Indian,590,56,TYPE_A,4.4,6%,1825771.5599999998,Medium,High,End,-121288.8000000002,Medium Popularity,19.400000000000034
1252428,101,52,2290,222.19,303.67,6210,Rice Bowl,Indian,685,56,TYPE_B,5.6,27%,1379799.9,Medium,High,End,-505990.8000000001,Medium Popularity,81.48000000000002
1053495,7,59,2290,159.08,311.43,6197,Rice Bowl,Indian,456,56,TYPE_A,4.2,49%,985818.7600000001,Medium,High,Start,-944112.95,Medium Popularity,152.35
1363323,100,10,2290,221.16,297.85,6182,Rice Bowl,Indian,590,56,TYPE_B,6.3,26%,1367211.1199999999,Medium,High,End,-474097.58000000013,Medium Popularity,76.69000000000003
1055757,60,110,1971,244.5,293.97,6171,Sandwich,Italian,485,77,TYPE_A,3.8,17%,1508809.5,Medium,High,End,-305279.37000000017,Medium Popularity,49.47000000000003
1212746,130,43,1109,227.01,273.6,6171,Rice Bowl,Indian,590,56,TYPE_A,5.1,17%,1400878.71,Medium,High,End,-287506.8900000002,Medium Popularity,46.59000000000003
1229831,7,97,2290,161.05,311.43,6142,Rice Bowl,Indian,628,77,TYPE_A,4.6,48%,989169.1000000001,Medium,High,Start,-923633.96,Medium Popularity,150.38
1163907,48,104,1971,166.9,310.43,6129,Sandwich,Italian,647,56,TYPE_A,4.5,46%,1022930.1,Medium,High,End,-879695.37,Medium Popularity,143.53
1482436,7,153,2290,162.99,310.43,6117,Rice Bowl,Indian,590,56,TYPE_A,3.9,47%,997009.8300000001,Medium,High,Start,-901890.48,Medium Popularity,147.44
1027606,6,108,2290,159.11,301.73,6117,Rice Bowl,Indian,579,56,TYPE_B,4.4,47%,973275.8700000001,Medium,High,Start,-872406.54,Medium Popularity,142.62
1139380,78,43,2490,147.5,253.2,6103,Salad,Italian,590,56,TYPE_A,5.1,42%,900192.5,Medium,High,End,-645087.1,Medium Popularity,105.69999999999999
1078762,90,110,2290,192.06,258.02,6103,Rice Bowl,Indian,485,77,TYPE_A,3.8,26%,1172142.18,Medium,High,End,-402553.8799999999,Medium Popularity,65.95999999999998
1043391,5,110,2290,160.08,298.76,6076,Rice Bowl,Indian,485,77,TYPE_A,3.8,46%,972646.0800000001,Medium,High,Start,-842619.6799999998,Medium Popularity,138.67999999999998
1334801,48,157,1885,90.24,92.21,6062,Beverages,Thai,609,93,TYPE_A,4.1,2%,547034.88,Medium,High,End,-11942.139999999994,Medium Popularity,1.9699999999999989
1379769,79,43,2490,146.47,254.2,6048,Salad,Italian,590,56,TYPE_A,5.1,42%,885850.5599999999,Medium,High,End,-651551.0399999999,Medium Popularity,107.72999999999999
1017233,6,13,2290,154.23,311.43,6047,Rice Bowl,Indian,590,56,TYPE_B,6.7,50%,932628.8099999999,Medium,High,Start,-950588.4000000001,Medium Popularity,157.20000000000002
1017154,6,51,2290,158.11,309.43,6035,Rice Bowl,Indian,638,56,TYPE_A,7.0,49%,954193.8500000001,Medium,High,Start,-913216.2,Medium Popularity,151.32
1436251,6,104,2290,162.05,309.43,5994,Rice Bowl,Indian,647,56,TYPE_A,4.5,48%,971327.7000000001,Medium,High,Start,-883395.72,Medium Popularity,147.38
